"Akun","Tweet","Lokasi","Label"
"https://twitter.com/AgusWaliyul","@anteraja_id 10006938676847 next day kenapa malah lelet","","negatif"
"https://twitter.com/AgusWaliyul","@anteraja_id 10006938676847 next day kenapa malah lelet","","negatif"
"https://twitter.com/AgusWaliyul","@anteraja_id 10006938676847 next day kenapa malah lelet","","negatif"
"https://twitter.com/AgusWaliyul","@anteraja_id 10006938676847 next day kenapa malah lelet","","negatif"
"https://twitter.com/AgusWaliyul","@anteraja_id 10006938676847 next day kenapa malah lelet","","negatif"
"https://twitter.com/AgusWaliyul","@anteraja_id 10006938676847 next day kenapa malah lelet @anteraja_id","","negatif"
"https://twitter.com/Widya_0996","@anteraja_id BAIKNYA Ramadan 
#PastiBagiHadiah 
#BaiknyaRamadan
@azanyanasti 
@dewalova_ieiend 
@esaspears_","","netral"
"https://twitter.com/ancak666","@anteraja_id #PastiLebihBaik","","netral"
"https://twitter.com/ancak666","@anteraja_id Definisi #BaiknyaRamadan versi wota adalah ketika menahan diri untuk tidak ikut dari segala tubiran di twitter. Ketika twit tubiran lewat di timeline, sebaiknya lanjut scroll agar tidak terpancing sehingga bisa mengurangi pahala puasa yang sedang dikerjakan.
#PastiBagiHadiah","","netral"
"https://twitter.com/fentyelianury06","Kapan paket sy di Anter nih min @anteraja_id 10006939398892 tinggal di bawa kurir aja ko lama bgt dr kmrn. Padahal barang cod loh ini","","negatif"
"https://twitter.com/woratama","Ini lho leletnya kurir rekomendasimu @TokopediaCare . Besok2 buang @anteraja_id @AnterajaCare dari list kurir rekomendasi Tokped! Tiap dapet rekomendasi kurirnya Anteraja kok mesti bermasalah. Dari hari rabu kok status menuju ke hub terus. Hub opoo???? https://t.co/6bM1svfxBb","","negatif"
"https://twitter.com/anteraja_id","@aespacha Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/gerracyntiaa","GABERESSSS NI EKSPEDISI SATU!!!! @anteraja_id @AnterajaCare","","negatif"
"https://twitter.com/tatihar_10","@anteraja_id BAIKNYA RAMADAN

Yuk ikutan juga @Tineyalfarel @ilham2720 @cellku80 
#PastiBagiHadiah 
#BaiknyaRamadan","","netral"
"https://twitter.com/aespacha","@anteraja_id cek dm min","","negatif"
"https://twitter.com/busansqueen","berantam aja kita 😡😡😡😡 @anteraja_id jdekhdjdj besok perpisahan pake apaaaaa huhuhu miiiin cepatkan dulu pengirimannyaaa 😭😭😭😭😭","","negatif"
"https://twitter.com/HiPujaaa","@anteraja_id min, gimana nih kurir nya salah kirim. Masak jauh banget kirimnya dari nomor 37 ke nomor 3 -___-","","negatif"
"https://twitter.com/busansqueen","anteraja kenapa lelet kali sih mau nangis @anteraja_id","","negatif"
"https://twitter.com/WenzSpy","@anteraja_id @AnterajaCare Sudah saya DM ke akun @AnterajaCare","","negatif"
"https://twitter.com/anteraja_id","@zipoer76 Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS","","netral"
"https://twitter.com/anteraja_id","@WenzSpy Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS","","netral"
"https://twitter.com/WenzSpy","@tokopedia @TokopediaCare min, itu tolong fitur sameday dr @anteraja_id  dihapus lah, pake sameday @anteraja_id gk prnh tepat waktu, kurirnya suka bikin update palsu untuk mendelay pickup paket","","negatif"
"https://twitter.com/whateveritakez","@anteraja_id @AnterajaCare Sudah saya DM ya kak","","negatif"
"https://twitter.com/zipoer76","@anteraja_id giveaway mulu... paket ndak diurusin,... udah dari dulu alasan belum siap, toko tutup, nomor tidak aktif, asli basi banget dah... tuh sameday nyampe kapan??? @anteraja_id https://t.co/OLzeKfgItW","","negatif"
"https://twitter.com/overdozzd","@fokusrg @anteraja_id gabisa gabisa","","negatif"
"https://twitter.com/anteraja_id","@AnnaPratiwi Hi Kak, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS","","netral"
"https://twitter.com/anteraja_id","@vhienuna Hi Kak, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS","","netral"
"https://twitter.com/anteraja_id","@AnnaPratiwi Hi Kak Anna, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS","","netral"
"https://twitter.com/vhienuna","@anteraja_id paket gue mana woi,udah berhari2 di jakut mulu,kasih tau kenapa telat kasih jawaban yang jelas bukan sok2an solusi investigasi bla bla bla,muak banget sumpah ga guna jg dm dm","","negatif"
"https://twitter.com/AnnaPratiwi","@anteraja_id Halo @anteraja_id paket saya dgn no resi 10006923421195 masih nyangkut dimana ya? Keterangannya ; delivery tertunda karena masalah operasional.
Padahal SAME DAY loh... https://t.co/WtrXnLjjwJ","","negatif"
"https://twitter.com/muftimuhammad9","@anteraja_id Definisi #BaiknyaRamadan versi aku adalah ketika adanya peningkatan dalam hal ibadah dan berbuat baik kepada sesama, baik secara kualitas maupun kuantitas.
#PastiLebihBaik","","netral"
"https://twitter.com/AnnaPratiwi","Halo @anteraja_id paket saya dgn no resi 10006923421195 masih nyangkut dimana ya? Keterangannya ; delivery tertunda karena masalah operasional.
Padahal SAME DAY loh...
Isinya makanan, gmn kalo basi? https://t.co/04MJVm8zAt","","negatif"
"https://twitter.com/fokusrg","@overdozzd @anteraja_id Sabarrr😭","","netral"
"https://twitter.com/anteraja_id","@AnnaPratiwi Hi Kak Anna, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS","","netral"
"https://twitter.com/AnnaPratiwi","Halo @anteraja_id paket saya dgn no resi 10006923421195 masih nyangkut dimana ya? Keterangannya ; delivery tertunda karena masalah operasional.
Padahal SAME DAY loh...","","negatif"
"https://twitter.com/anteraja_id","@antymooo Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/derinps_","@anteraja_id Definisi #BaiknyaRamadan versi aku adalah ketika banyak orang yang rela ga tidur buat bangunin orang lain sahur keliling komplek.
Bener bener bulan Ramadan seindah itu.
#PastiLebihBaik ❤️","","netral"
"https://twitter.com/anteraja_id","@overdozzd Hi Hepizen, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/itsbanyu","@anteraja_id #BaiknyaRamadan itu memperbanyak ibadahnya, untuk mendapatkan pahala yang lebih berlimpah, mengharap ridha dari Allah SWT, dan mendapat keberkahan yang lebih bermanfaat untuk kehidupannya. @anteraja_id","","netral"
"https://twitter.com/overdozzd","ini ngapa sampe nyasar ke jakut sih tolol??? idiot bgt dah @anteraja_id https://t.co/mZHz34m103","","negatif"
"https://twitter.com/anteraja_id","Yuk, coba sambungin kalimat di gambar ini! Jangan lupa pakein hashtag #BaiknyaRamadan ya! Ada hadiah spesial dari Anteraja buat reply yang paling menarik. 

Ditunggu yaaa karena #PastiLebihBaik ❤️ https://t.co/FYcZVxeOxW","","netral"
"https://twitter.com/vhienuna","@chachaciah @anteraja_id Sama banget kayak paket gue,dijakut berhari2,ga punya bensin atau apa ga dianter2,atau hilang? Mau dicancel kasian yg jualan,padahal yg berulah si antar aja ini","","negatif"
"https://twitter.com/antymooo","Hallo @anteraja_id kamu maunya apa sih?. Waktu pickup seharusnya jam 08:00-10:00, tapi sampai jam 11:47 belum di pickup. Saya coba chat WA tidak ada respon. Anteraja masih ada atau hanya sekedar nama nih?","","negatif"
"https://twitter.com/maudykhair_","@anteraja_id @AnterajaCare jawaban lu gak menjawab pertanyaan gue. kerja yg bener, jgn dijawab bot mulu kalo org komplain!","","negatif"
"https://twitter.com/derinps_","@anteraja_id Definisi #BaiknyaRamadan versi aku adalah ketika semua orang beli takjil bukan untuk dimakan sendiri tapi untuk diantar ke mesjid buat orang-orang berbuka puasa bersama.","","netral"
"https://twitter.com/ddberiman","@anteraja_id #BaiknyaRamadan itu ketika semua orang berlomba lomba melakukan kebaikan, krna mereka sadar dibulan yg penuh berkah ini pahala dilipat gandakan. contoh bnyak yg berbagi takjil, baik di acara masjid maupun dijalan raya, baik orang tua dan muda berlomba mendapatkan keberkahan","","netral"
"https://twitter.com/ke_renKul","@anteraja_id Ketika banyak berbagi untuk buka puasa dibulan ramadhan dan melihat senyuman orang², hati pun merasa senang saat melihat mereka tersenyum dan ada yg sampe meneteskan air mata, lalu mengucapkan terimakasih. #BaiknyaRamadan #PastiLebihBaik","","netral"
"https://twitter.com/anteraja_id","@ryuryuuu__ Hi Hepizen, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan @anteraja_id beralih ke @AnterajaCare. Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :) ^MDAS","","netral"
"https://twitter.com/bennevilles","@anteraja_id @AnterajaCare Cek dm ya","","negatif"
"https://twitter.com/anteraja_id","@cummeee Hi Kak Yudi, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@bennevilles Hi Hepizen, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/bennevilles","@anteraja_id halo paket saya sampe sekarang belum di pickup up. Gimana ya solusinya? Kasian customer saya","","negatif"
"https://twitter.com/ryuryuuu__","Esoknya tuh kapan?!! Dari tgl 29 kaga gerak gerak. Molor apa kurir lu? Padahal udh di ss terakhir. Masa kudu gue yg jemput ke kantornya? Ga lagi lagi pake anteraja @anteraja_id https://t.co/KUFFm5rDEq","","negatif"
"https://twitter.com/anteraja_id","@recehtapisayng jadi, siapa yang menang?","","netral"
"https://twitter.com/cak_roo"," @AnterajaCare berarti paket saya paling lambat besok sudah harus tiba di airport tujuan dan langsung dikirim yah. Estimasi tiba paling lambatnya di hari Minggu soalnya, sedangkan mimin hari Minggu libur. jk sampe besok siang / sore status atau barang belum diterima, berarti jadi masalah (lagi) https://t.co/bouP3uZvuG","","negatif"
"https://twitter.com/cummeee","@anteraja_id cek dm lama banget ngirimnya bang.","","negatif"
"https://twitter.com/anteraja_id","@LeeKnowNose Hi Hepizen, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@cak_roo Hi Kak Cakra, jgn risau ya. Pada hari Minggu, tdk ada proses pengiriman utk layanan Eco dan Reg ya kak. Apabila ada kendala, yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@chachaciah Hi Kak Acha, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/LeeKnowNose","@anteraja_id Kalian paling buruk ya diantara semua ekspedisi. Barang saya udah 5 hari gak di pick up juga. Maksudnya apa ini berhari2 bohongin saya katanya tunggu aja nanti juga datang. Bilangnya hari ini terus. Mana ini tanggung jawab nya? Sampe berhari hari juga gak datang! https://t.co/Fj9Fdr2j9d","","negatif"
"https://twitter.com/cak_roo","min @anteraja_id , hari Minggu ada pengantaran paket gak ?","","netral"
"https://twitter.com/chachaciah","Dan terjadi lagi…….. Tolong yaa @anteraja_id paket saya segera dikirim, ngapain itu nangkring di Jakut?? https://t.co/nUqNTwu1C9","","negatif"
"https://twitter.com/bondan_we97","@anteraja_id Gemash (⁠ ⁠ꈍ⁠ᴗ⁠ꈍ⁠)","","negatif"
"https://twitter.com/blue_cloudysky","dulu ak suka bgt pake anteraja krn pengirimannya cepet, tp skrng? sangat mengecewakan, sampe pagi ini status masih begini, ekspedisi lain dgn pengiriman di hari yg sama udh sampe dari lama @anteraja_id @AnterajaCare","","negatif"
"https://twitter.com/blue_cloudysky","@AnterajaCare udh chat via wa dan dilakukan investigasi tapi tetap aja lama banget investigasinya, sampe pagi ini posisi masih stuck di jakut, sangat mengecewakan @AnterajaCare @anteraja_id","","negatif"
"https://twitter.com/DaniPrasetyo993","@anteraja_id @JNE_ID","","netral"
"https://twitter.com/anteraja_id","@bgs__kurniawan Hi Kak Bagas, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@fadjarbtirta Hi Hepizen, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@Nelll_V Hi Hepizen, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@suciamaliaNd Hi Kak Suci, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@hyeiinfp Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@bayri__ @ShopeeID Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@bayri__ Hi Hepizen, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/rahmamidori","@anteraja_id @AnterajaCare Sudah dari malan ga di balas2","","negatif"
"https://twitter.com/anteraja_id","@Fauzan_thok25 Hi Kak Reza, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@jurigkamera Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@rahmamidori Hi Kak Rahma, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@katropolitan_ Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@maudykhair_ Hi Kak Lulu, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@malfoyry Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@jktdarling Hi Hepizen, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@woolinee Hi Kak Celine, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@jeungkir Hi Kak Jeje, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/anteraja_id","@larastianisa Hi Kak Laras, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI","","netral"
"https://twitter.com/larastianisa","@anteraja_id heh entaraja cepet pick up paket no resi 10006943190156. Puasa2 bikin gondok aje lu! Dah 2 hari ga di pick up2. Lelet!!!!!","","negatif"
"https://twitter.com/AhmadRahardyan","@fattahazzam98 @anteraja_id Sudah tau","","netral"
"https://twitter.com/baymekii","beli barang dr tgl 2 Maret di @tokopedia, ekspedisinya pake @anteraja_id , sampe sekarang gk nyampe, udh ngajuin refund dgn ngirim bukti invoice tgl 15 Maret, katanya proses paling lama 14 Hari, ditunggu2 gataunya tgl 31 Maret zonkkk, ampasssssss @AnterajaCare","","negatif"
"https://twitter.com/jeungkir","Paket gue lu kemanain kok muter"" doang @anteraja_id","","negatif"
"https://twitter.com/woolinee","@anteraja_id sortir di gudang sunternya manual kah? Sampe ngestuck seminggu? https://t.co/0n4bmk3brT","","negatif"
"https://twitter.com/faqihMukhamad1","@C_JesslynJKT48 Ci jess mau cerita. Aku order b'day T-shirt mu. Tanggal 27. Tanggal 30 paketnya datang. Pas dibuka isi nya gir motor. Untung bisa komplain ke jkt merc nya duit dibalikin dan bisa order ulang t shirt mu. Ini salahnya si @anteraja_id sih. Tapi oke yang penting masalah terselesaikan","","negatif"
"https://twitter.com/jktdarling","Belanja online dan dikirim pake @anteraja_id dari tgl 24 belum sampe2, padahal Tangerang Selatan doang. Meanwhile paket cross-border dikirim hari yg sama udah sampe. Lucu kamu.","","negatif"
"https://twitter.com/taufikcow83","@anteraja_id BAIKNYA RAMADAN #PastiBagiHadiah #BaiknyaRamadan 
@paliiiyyyyyyy @LiiaMonday @woodeiy","","netral"
"https://twitter.com/ccloudbbread","@anteraja_id kenapa anteraja tidak mau mengirim barang langsung ke rumah konsumen?","","netral"
"https://twitter.com/Ginko_2020","Harus Nunggu Sampai Lebarankh??? @anteraja_id @AnterajaCare https://t.co/Fejy6WgkB9","","negatif"
"https://twitter.com/blablabla0705","@sn_azizah2101 @anteraja_id Belum,,,dan udah dibatalin aja di platform e commercenya","","negatif"
"https://twitter.com/malfoyry","Gimana nih @anteraja_id paket customer saya hilang dan tercecer, saya juga yang dirugikan disini, udah barang ilang, cust uangnya kembali, saya ngga dapet uang pula, yang paling dirugikan jelas saya lah https://t.co/236oJY7Kj2","","negatif"
"https://twitter.com/dieliatin","@anteraja_id Baiknya Ramadan ✨️ Yuk, Ikutan Sobat! @asprysda @ekanandaar @indraaaaaay #PastiBagiHadiah #BaiknyaRamadan","","netral"
"https://twitter.com/UwoooH","@anteraja_id Baiknya Ramadan.

Yuk Ikutan! @grizzyyyl @kangcakuwe @asprysda #PastiBagiHadiah #BaiknyaRamadan","","netral"
"https://twitter.com/Donquixote1414","@anteraja_id @C_IndahJKT48 Wkwk ada ada aja lu bangsatria😂","","netral"
"https://twitter.com/maudykhair_","halo @anteraja_id gimana nih?

ini casenya gue pilih kirim sameday ternyata samedaynya anteraja, gue fikir grab/gojek.

Kok bisa sih paket belum diterima udah diselesaikan? ckckckc

#JanganPilihAnteraja #BoikotAnteraja https://t.co/N9ICYTeQq7","","negatif"
"https://twitter.com/nailiyfaizah14","@anteraja_id Makasih min... makin cinta dehh","","positif"
"https://twitter.com/Jobriik","@bismilah_menang @anteraja_id @DePoliglote @RaniKancana 🤲🤲🤲","","netral"
"https://twitter.com/fikritullahh","@anteraja_id @FloRisenID Bang Satria ini pacar akuu","","netral"
"https://twitter.com/muhsans289","@anteraja_id @48timee @Rizkyjuandra22","","netral"
"https://twitter.com/afifzulfa03","@anteraja_id Adel donk min","","netral"
"https://twitter.com/Betamire","@anteraja_id @48timee Subhanallah..","","netral"
"https://twitter.com/vikaullia","@anteraja_id Cek dm min","","negatif"
"https://twitter.com/bangoyan25_","@anteraja_id Cakep banget masyaallah","","negatif"
"https://twitter.com/choorooroo","Udh mana sempet nyasar ke bogor. Hari ini tinggal dianter malah ada masalah operasional ga ngerti lagi deh gue @AnterajaCare @anteraja_id https://t.co/zhtvK380iV","","negatif"
"https://twitter.com/nffllll","@anteraja_id bojo kulo😁","","netral"
"https://twitter.com/acylopqxyzee","@A_ZeeJKT48 kirim pake @anteraja_id frozen","","positif"
"https://twitter.com/rahmamidori","@anteraja_id  cek dm min saya kirim no. Resinya tolong di update statusnya","","netral"
"https://twitter.com/jurigkamera","@TokopediaCare hallo min gmn ya orderan saya di refund tanpa konfirmasi lagi sama @anteraja_id , udah banyak yg di refund tanpa keterangan. Saya udah ajukan komplain tp menunggu infestigasi aja, padahal statusnya udah di terima seller kembali.","","negatif"
"https://twitter.com/wan_iwann8","@anteraja_id aduh makasih min 🥰","","positif"
"https://twitter.com/fnychk_0427","@anteraja_id 😍😍😍","","netral"
"https://twitter.com/Fauzan_thok25","@anteraja_id min ini paketnya dibawa kerumah dulu sama kurir apa gmn ya kali sore jam 3 sampe sekarang paket blm sampe","","negatif"
"https://twitter.com/lightadore_xy","@el_yurans @anteraja_id Hmm...","","netral"
"https://twitter.com/bayri__","Masalahnya masih di pake di @ShopeeID ini ekspedisi @anteraja_id udah req ke penjual jgn pake ekspedisi ini tp penjual bilang ini otomatis shopee yg ngatur. Jd males berlanja di shopee kalo ketemu ekspedisi lelet ini.","","negatif"
"https://twitter.com/bayri__","Ngga berbenah juga ini ekspedisi @anteraja_id heran! Cape lah secapek2nya ga sekali lho. 3 kali kecewa sama pelayanan anter aja. Jkt-depok bisa seminggu lebih nyampenya. Tangerang-jaktim hampir seminggu nyasar pula. Lelet dan ngawur. Semoga barang ga rusak/hilang 😑","","negatif"
"https://twitter.com/ArzZee28","@anteraja_id Req Fureya minn 🛐🛐","","netral"
"https://twitter.com/Miqbal015","@anteraja_id Mantap min, saya suka saya suka","","positif"
"https://twitter.com/FJKT48CIMAHI","@anteraja_id Oh ini yang nganterin bday tshirtnya Flora, cantik yaaa 😙","","positif"
"https://twitter.com/hyeiinfp","@anteraja_id masih pick up paket ga sih? kok paketku blum dipick up pick up ya? apa harus ke counter nya?","","netral"
"https://twitter.com/A_adrian_iyan","@anteraja_id @C_IndahJKT48 Apa si lo gk diajak🥴","","netral"
"https://twitter.com/suciamaliaNd","Haloooo ada apa dengan @anteraja_id????? Ini mengecewakan sekali. Padahal paket yg di pesan dengan waktu yg sama dengan ekspedisi yg berbeda udah sampai. Dan ga terjadi sekali dua kali. Please lah tolong perbaiki ada apa dengan @anteraja_id jakarta timur https://t.co/n1eLWbtlUS","","negatif"
"https://twitter.com/DtysRanger","@eysaa_a @S_FloraJKT48 @anteraja_id ENGGA DONG https://t.co/QQYBsUOeJH","","netral"
"https://twitter.com/kyy_tempest","@anteraja_id thank u mimin tau aja nih","","positif"
"https://twitter.com/anteraja_id","@C_IndahJKT48 Kirain A dari KAMI Anteraja, kak Indah. 🫣","","netral"
"https://twitter.com/HudaramaS","@anteraja_id Cimtaku🥰","","netral"
"https://twitter.com/mirokii","@anteraja_id kak paketan sya ga sampe2 uda 3 hari lohh. Padahal pake layanan Nexday. Gmn ini","","negatif"
"https://twitter.com/eysaa_a","@DtysRanger @S_FloraJKT48 @anteraja_id Halah tadi ae ngetagnya chika jugaa... coba chk upload poto jg bebebnya nambah tu","","netral"
"https://twitter.com/el_yurans","@anteraja_id https://t.co/4AhUOk4fXI","","netral"
"https://twitter.com/Nelll_V","@anteraja_id Cdm","","netral"
"https://twitter.com/DtysRanger","@S_FloraJKT48 @anteraja_id emng @eysaa_a peduli kan bebebku 👍👍","","netral"
"https://twitter.com/DtysRanger","@S_FloraJKT48 Pake harapan flora ..., tapi dapet foto dari @anteraja_id di post ig cakep banget","","netral"
