Summary,Category
"menurutnya, dengan program baru itudiharapkan mampu mengokohkan aqidah dan pemahaman peserta didiktentang makna santri yang sebenarnya. kepala sekolah sma islam parlaungan, slamet, m.pd mengatakan, program parlaungan nyantri diisi dengan berbagai materimeliputi penguatan karakter dan pengokohan aqidah yang menjadikebutuhan seharihari peserta didik. materi yang disampaikan diantaranya, penguatan aqidah pelajar hadapi tantangan zaman masa kini, etika dan adab santri dalam tholabul ilmy, dan indahnya beribadah berbekal fiqih dalammembahas tentang problematika generasi muslim, jelas slamet, pada sabtu 22102022 pagi. selama 3 hari proses pembelajaran sekolah disulap menjadi pondok pesantren kilat yang bertajuk parlaungan nyantri. sehingga, tidak hanya dipahami olehkalangan pondok pesantren melainkan bagi siapapun yang mau menuntutilmu. berbek i nomor 2  4 waru, sidoarjo itu memberikan sentuhan lain dalam memperkenalkan makna santri kepada para siswanya. semoga momentum hari santri nasional ini semakin menempa kita semuamenjadi pribadi berakhlakul karimah dan berguna bagi nusa bangsa, harapnya.mad sidoarjo radarjatim.id hari santri nasional yang jatuh hari sabtu, 22 oktober 2022 diperingati secara serentak seluruh lapisan masyarakat indonesia, tak terkecuali sma islam parlaungan, kecamatan waru, kabupaten sidoarjo. sekolah yang berada di jln.",Pendidikan
"karena itu, kita harus mengambil nilainilai agama dari peringatan maulid nabi muhammad saw dan menerapakannya di lingkungan pekerjaan seharihari, ujarnya, rabu 19102022. acara kemudian dilanjutkan dengan pemberian santunan kepada anak yatim dari omah dhuafa gresik dan yayasan salafiyah, dilanjutkan dengan tausiyah oleh ustadz imran mahmud, mpd. sehingga, wajiblah kita mencintai nabi dengan cara mengikuti ajaranajaran nabi, di antaranya rajin dan semangat dalam mendirikan sholat serta berbuat kebaikan di setiap kondisi, ujar imran. jika yang kita idolakan adalah nabi muhammad dan sahabatsahabat nabi, maka pada akhir zaman dengan merekalah kita akan dikumpulkan. kemudian dilanjutkan pemberian sambutan dari perwakilan pt dharma lautan utama selaku owning company gressmall dan aston inn gresik oleh  khoiri soetomo, se, direktur keuangan pt dharma lautan utama. dimulai pukul 15.00 wib, acara diawali dengan sambutan oleh erich pramono selaku perwakilan gressmall  aston inn gresik. khoiri soetomo menuturkan, peringatan maulid nabi muhammad saw merupakan momentum untuk meneladani akhlak nabi muhammad saw di masa yang semakin maju. acara dihadiri oleh perwakilan pt dharma lautan utama, yakni ir h bambang harjo soekartono selaku penasihat utama dan direktur keuangan khoiri soetomo, se. gresik radarjatim.id  hotel aston inn gresik dan gressmall menyelenggarakan peringatan maulid nabi muhammad saw 1444 h dengan tema hikmah di balik kelahiran nabi muhammad saw. sebagai anak perusahaan pt dharma lautan utama, kegiatan ini mengundang 27 anak yatim dari omah dhuafa gresik dan yayasan salafiyah.",Religi
"warga dalam terminal merasa bangga didatangi pak qosim dan sangat bisa menerima petuah karena bahasa yang mudah dipahami, ujar joko, salah seorang peserta pengajian itu. alhamdulillah, selama saya tinggal di dalam terminal ini yang lebih dari 20 tahun, baru kali ini ada pengajian oleh pak qosim. tak hanya anjal, ibuibu yang hadir juga mendapat santunan uang. warga yang tinggal di dalam kawasan terminal gubernur suryo ini sangat gembira ketika diajak melantunkan sholawat yang diiringi rebana albanjari dan angklung. apalagi di selasela sholawatan itu, dibarengi pemberian souvenir kepada peserta. perasaan senang dan bahagia, lanjutnya, dihasilkan dari hati dan pikiran yang bisa menerima keadaan dan tidak memimpikan sesuatu yang di luar jangkauan. apalagi jika perasaan senang tersebut ditambah lagi dengan dibiasakan membaca sholawat nabi, baik di dalam hati maupun dibarengi oleh lisan, ujar pak qosim, sapaan akrab moch. apalagi jika ditambah dengan gemar berbagi, baik makanan, uang, atau pemikiran kepada orang lain yang memang membutuhkan. hadir sebagai penceramah maulidurrasul di komunitas anak jalanan anjal di kawasan terminal gubernur suryo gresik, minggu 16102022, pak qosim menyampaikan pesan agar anjal selalu ceria dan rajin bersholawat kepada nabi muhammad saw. perasaan senang dan ceria yang terpancar dari individu, maka individu tersebut kondisi kesehatannya akan lebih baik dibanding dengan pribadi yang selalu murung. qosim di hadapan jamaah dari keluarga besar anak jalanan. sejumlah anak jalanan menerima santunan dari ustadz pondok pesantren ponpes siman, lamongan. gresik radarjatim.id  jarang tampil di publik, mantan wakil bupati gresik, moch. qosim mulai menebar pesan kebajikan.",Religi
"jadi peringatan maulid ini diharapkan dapat menambah kecintaan terhadap nabi muhammad saw, serta dapat meneladani akhlak nabi muhammad saw, harap achmad muzzaki.mad hart mencatat bahwa muhammad mampu mengelola bangsa yang awalnya egoistis, barbar, terbelakang, dan terpecahbelah oleh sentimen kesukuan menjadi bangsa yang maju dalam bidang ekonomi, kebudayaan, dan kemiliteran. ia juga menambahkan ucapan terima kasih kepada jajaran dewan guru beserta siswasiswi yang telah berpartisipasi meramaikan acara maulid nabi muhamad, dan pada panitia osis, pk ipnu, ippnu, group banjari ma nu beserta pembina osis, lailatul maghfiroh yang telah menyelenggarakan acara ini. menurut hart, muhammad adalah satusatunya orang yang berhasil meraih keberhasilan luar biasa, baik dalam hal spiritual maupun kemasyarakatan. semoga dalam acara ini mendapat rahmat dan syafaat, penuh keberkahan dari nabi muhammad, ungkap kepala madrasah aliyah nu sidoarjo m.baidowi dalam sambutannya. dalam cerahmahnya, achmad muzakki mengutip michael hart, dalam bukunya bahwa orang nomer 1 dari 100 orang yang berpengaruh di dunia adalah nabi muhammad, juga sebagai tokoh paling berpengaruh sepanjang sejarah manusia. bahkan sanggup mengalahkan pasukan romawi yang saat itu merupakan kekuatan militer terdepan di dunia, cerita achmad muzzaki. begitu juga saat mendengarkan sambutan dari kepala mas nu sidoarjo m. baidowi, m.ag. antusias siswa terlihat sangat jelas, mereka nampak sangat riang, terlihat senyum raut wajahnya, serta khidmad saat mendengarkan tausiyah dari penceramah drs. semoga dengan kegiatan ini siswasiswi dapat meneladani uswatun hasanah. sidoarjo radarjatim.id madrasah aliyah nu mas nu sidoarjo telah menyelenggarakan peringatan maulid nabi muhammad saw. yang diikuti oleh seluruh siswanya mulai kelas x, xi, xii. mereka terlihat sangat antusias mengikuti acara yang dilaksanakan pada selasa 11102022 pagi di halaman sekolah. achmad muzakki. kegiatan tersebut dengan melibatkan para pengurus osis sebagai panitia. alhamdulillah agenda memperingati maulid nabi dari pagi hingga siang dapat berjalan lancar.",Religi
"indah murfidah juga berpesan agar siswa  siswi smp ypm 1 tetap menjalankan sebagaimana ahlaq mulia yang telah dicontohkan oleh nabi muhammad saw sebagaimana yang diajarkan di sekolah. selain itu, saya juga berpesan agar tetap membaca shalawat sebagai bentuk rasa cinta kepada rosululloh saw, pesan sholihin yusuf.mad ia katakan dalam menyambut bulan maulid nabi smp ypm 1 taman  telah melaksanakan berberapa rangkaian kegiatan, mulai lomba kelas bershalawat,  jumat berkah, tahlil reboan, proyek pembelajaran berbasis karakter nabi, pemeriksaan kesehatan  guru, santunan anak yatim, bahkan sampai  penanaman tumbuhan oleh siswa berkaitan dengan proyek penguatan profil pelajar pancasila. dalam sambutanya,  kepala smp ypm 1 taman, dra. lantunan suara merdu bacaan shalawat  yang diiringi  tabuhan rebana tim alnanjari nurul islam smp ypm 1 taman bergema memenuhi ruangan masjid yang memancing  semua siswa ikut bersama sama bershalawat. saya merasa bangga dan sangat senang melihat anak anak  bisa melakukan kegiatan maulid nabi dengan rasa hidmat, dan betulbetul beraharap akan memperoleh syafaat dari nabi muhammad saw di akhirat kelak,  sampainya. setidaknya ada 950 jamaah dibaiyah yang ikut meramaikan peringatan tersebut. mereka  adalah seluruh siswa dan siswi smp ypm 1 taman kelas 7, 8, 9 serta para gurugurunya. acara terahir diisi oleh kyai kondang dari jambangan surabya, kh. karena di dalam hp apa saja ada, jika salah menggunakan hp akan menjadi sengsara. sidoarjo radarjatim.id kemeriahan  peringatan maulid nabi muhammad saw yang digelar oleh smp ypm 1 taman di masjid alhikmah kebonsari jambangan surabaya, pada sabtu 8102022 pagi. indah murfidah menyampaikan  kebanggaan dan memberikan apresiasi yang tinggi. sholihin yusuf, yang mengingatkan bahwaanak anak harus cerdas dalam menggunakan gadgethp.",Pendidikan
"dikatakan, pelatihan tata suara masjid sudah diselenggarakan dmi sejak tahun 2013. di jawa timur kini terdapat petugas akustik dengan dilengkapi 21 unit mobil akustik. diharapkan dari pelatihan ini, karena peserta ada yang dari unsur ketua atau bidang dpd dmi, maka ke depan melakukan terobosan dengan melakukan pelatihan di daerah masingmasing, seperti pernah dilakukan di kota mojokerto. setiap kabupatenkota di jawa timur mengirimkan 3 orang yang terdiri atas dua orang petugas akustik dan satu orang perwakilan dari masjid agung. hanya saja yang menjadi kendala petugas akustik bergantiganti orang, karena itu perlu diadakan pelatihan secara rutin. kita harus mempunyai pemahaman yang sama bahwa sound system masjid harus prima dan sempurna, kata suhadi. sementara suhadi, sekretaris pw dmi jatim, mengatakan, peserta pelatihan tata suara sound system diikuti 100 orang dari rencana semula 50 orang. khotbah yang bagus, juga intonasi dan isi yang bagus, tapi kalau sound system kurang bagus, misalnya meledakmeledak, maka akan mempengaruhi jamaah dan jumlah jamaah akan berkurang, kata muhammad sujak yang juga ketua badan pengelola masjid nasional al akbar surabaya ini. ditambahkan, pelatihan tata suara ini sangat penting karena sound system masjid mempunyai fungsi yang besar. dikatakan oleh muhammad sujak, pelatihan tata suara ini merupakan salah satu dari beberapa program unggulan pw dmi prov. program unggulan lain adalah stimulan uang kehormatan imam masjid, di mana tahun ini sudah memasuki tahun keempat, kata muhammad sujak. jawa timur. pelatihan yang dibuka oleh wakil ketua pw dmi prov. jawa timur, kh muhammad sujak, ini diikuti 100 orang perwakilan dari semua kabupatenkota di jawa timur. tampil sebagai narasumber dari pt galfa indonesia dan dpp dmi. sidoarjo radarjatim.id  pengurus wilayah dewan masjid indonesia pw dmi provinsi jawa timur menyelenggarakan pelatihan tata suara sound system masjid di green sunan ampel inn, jl.",Religi
"semua temanteman saja ajak, dan harus bisa melakukan, yang penting mau dan berani untuk tampil, ajak dwi ardelina yang becitacita ingin mengembangkan kompetensinya di otkp. sebelum mengakiri tausiyahnya, gus maulana juga mengajak seluruh siswa, yang jumlahnya sekitar 1.300 siswa untuk bershalawat bersamasama sambil menyalakan lampu hpnya, yang diayunayunkan ke kanan dan ke kiri dengan iringan al banjari smk sepuluh nopember. sehingga alunan shalawat menggema ke seluruh penjuru aula smk sepuluh nopember sidoarjo.mad kalau anakanak perempuan yang sudah remaja, tetapi sering memakai pakian adikadiknya sangat tidak bagus dalam kaidah agama, ajaknya. dwi ardelina juga mengaku diberitahu untuk mengisi materi ini dua hari yang lali, dan praktis saya langsung mengumpulkan materi yang diperlukan, yang sesuai dengan kondisi temantaman. sekarang yang sering ya qiroati dan mc di beberapa kegiatan. kalau untuk ceramah atau pidato itu jarang sekali, yang sering saya adalah sebagai qoriah sejak kelas 5 sekolah dasar. pulang dari sekolah langsung buat teks, cari materi sendiri, langsung dihafalkan kata kuncinya saja. sementara itu, gus maulana juga mengajak kepada para siswa agar tampil lebih santu dalam berbusana, dalam berpakaian. akhirnya ada guru yang bilang kalau saya bisa dan layak untuk mengisi acara peringatan maulud nabi muhammad, ungkapnya. berpakaianlah secara muslimah, yakni selalu menutup aurotnya. saya berharap, bisa memberikan motivasi kepada temanteman. prosesi pembukaannya dilakukan langsung oleh kepala smk sepuluh nopember sidoarjo ratih wulansari s.si m.pd dengan menghadirkan pencerama utama ustad achmad bagus maulana, s.sos atua yang lebih dikenal dengan gus maulana, pada jumat 7102022 tadi pagi. yakni dalam peringatan maulud nabi muhammad swa yang diselenggarakan oleh smk sepuluh nopember sidoarjo. usai ceramah, dwi ardelina mengaku dalam mempersiapkan materi ceramah tidak begitu lama, hanya dua hari. dialah dwi ardelina, siswi kelas xii otkp otomatisasi dan tata kelola perkantoran ini sudah piawai berceramah dihadapan ribuan temantemannya, dan gurugurunya. awalnya ada tugas pelajaran agama islam dalam kelompok kami, dan materinya bahwa alam ini rahmatan lil alamin, kebetulan saya kebagian yang menyampaikan materi tersebut. tetapi ada siswi smk sepuluh nopember sidoarjo ini sudah bisa mengisi ceramah agama islam dalam sebuah kegiatan. jargon smk bisa ini betulbetul terbukti, tidak hanya pandai dalam kompetensinya. waktu tampil tinggal memolesnya saja, ungkap dwi_sapaan akrabnya. khususnya bagi anakanak perempuan untuk selalu menjaga aurotnya.",Religi
"jadi moment ini disamping kita bershalawat, juga mendoakan almarhumalmarhumah korban tragedi kanjuruhan. harus berbagi kasih sayang, salah satu bentuknya yang kita lakukan doa bersama untuk korban tragedi kanjuruhan malang, kata kisyanto. kegiatan ini juga sebuah nilai penanaman karakter, yang nanti pada saatnya, dimana saja berada hatus tetap menumbuhkan rasa cinta dan kasih sayang terhadap sesama. kegiatan hari ini kita kemas jadi satu, ypm 8 bershalawat sekaligus menyadarkan kepada anakanak atas tragedi di kanjuruhan malang. anakanak kita ajarkan mencontoh perilaku rosululloh. shalawat dan doa bersama, yang dilaksanakan pada kamis 6102022 tadi pagi  dalam rangka memperingati maulud nabi muhammad saw dan tausiyah yang diisi kh mahfud sidiq salah satu pendiri ypm sidoarjo, yang menceritakan tentang perilaku nabi muhammad yang lemah lembut dalam berperilaku sehariharinya. kepala smk ypm 8 sarirogo sidoarjo kisyanto mengatakan kalau kegiatan hari ini merupakan puncak acara, karena sebelumnya juga ada lombalomba antar kelas. kami prihatin yang sangat mendalam terhadap kejadian tersebut, semoga tidak terulang lagi, harap pak kis_sapaan sehariharinya.mad sidoarjo radarjatim.id kumandang shalawat menggema di penjuru halaman smk ypm 8 sarirogo sidoarjo. alunan sholawat jibril yang dilantunkan kepala smk ypm 8 sariroga dr. kisyanto sm, se, mm  yang diikuti langsung oleh ribuan siswanya. membuat suasana menggema penuh keharuan, karena sekaligus dilakukan doa bersama untuk korban tragedi kanjuruhan malang.",Pendidikan
"mereka sudah ada kerjasama dan kesepatan bersama, yakni siswa, orang tua dan guru. target kelas dasar, lulus dari sini minimal hafal 23 juz, regular 510 juz, akselerasi 1015 juz dan yang khusus menyelesaikan 15,20 hingga 30 juz. kalau ratarata dalam satu semester secara normal bisa menghafal sebanyak 3 juz, pungkas ustad kahzin fauzi.mad ditambah lagi program dauroh al quran yang dilakukan di awal ramadan, dan itupun juga ada target. lanjutnya, di sekolah juga ada target, dan dikelompokkan secara khusus, yang 30 juz dikelompokkan khusus dan ustadnya juga khusus. ia katakan, di sekolah ini ada empat kelas untuk tahfizd al quran, yaitu kelas dasar, regular, akselerasi dan  khusus. dalam sepuluh hari mereka yang bisa 45 juz mereka mendapatkan reward dari sekolah, kata kahzin fauzi. sementara itu, koordinator tahfidz al quran smp it inka sidoarjo, kahzin fauzi, s.pd mengatakan resepnya anakanak bisa sampai 30 juz adalah tergantung semangat mereka sendiri, juga semangat dari orang tua begitu juga semangat dari gurugurunya. dari ketiga poin tersebut harus saling memberikan support dan semangat. bagi temanteman yang ingi belajar menghafal al quran resepnya yang mengalir saja, konsisten dan istiqomah, pesan kirana yang ingin menjadi dokter dan mengajar ngaji kepada anakanak tetangga. kirana yang pernah meraih prestasi sebagai juara iii mtq kabupaten sidoarjo 2022 kelas 20 juz putri mengaku senang kalau sudah mencapai target. kalau target sudah terpenuhi rasa senang dan bangga. kalau sudah dibangun kemandirian siswa, insya alloh akan mudah untuk membimbing para siswa, jelasnya. kalau sudah tenang, atau sedikit ketemu teman dan ngobrol sudah pulih kembali dan bisa latihan menghafal lagi. berkat semangat dan dorongan orang tua serta diperkuat dari sekolah, sehingga proses menghafal al quran sekarang ini bisa tercapai 30 juz. tidak jauh beda dengan kirana aliyya wijoyo, siswi kelas 9 juga mengaku sering menangis kalau sudah menemui kelelahan, dan kejenuhan. jadi target mereka minimal per hari satu halaman hingga dua halaman. setelah beberapa tahun, tepatnya kelas 4 kemudian baru belajar menghafal al quran. mafaaza mengaku mulai belajar membaca al quran sejak kelas 2 sekolah dasar, yakni di sekolah sd el haq buduran sidoarjo. kami ratarata per hari menghafal satu halaman. saya biasanya melakukan murojaah usai shalat maghrib, bisa setengah halaman, bahkan sampai dua juz juga sering dilakukan, jelasnya. namun dengan merefresh sedikit saja, akhirnya semangatnya muncul lagi, ungkap mafaaza al mujahidah siswa kelas 9 saat ditemui, selasa 4102022 tadi pagi. pelanpelan dan istiqomah, pesan mafaaza yang bercitacita ingin menjadi guru ini. yang penting niat belajar itu mengalir saja, jangan banyak tekanan pada diri sendiri. namun siswi smp it inka sidoarjo, kirana aliyya wijoyo dan maffaza al mujahidah ini berhasil menghafal al quran 30 juz. kondisi seperti itu juga sering kami alami. sidoarjo radarjatim.id dua siswi smp it inka islam terpadu insan kamil sekardangan sidoarjo sangat luar biasa. karena dalam kondisi sekarang serbuan pengaruh digitalisasi, gadget serta pengaruh budaya modern sangat yang tajam adanya. perjuangannya juga tidak mudah, mereka harus melawan kondisi tubuh yang tidak mendukung alias lelah, capek, jenuh namun harus tetap mencapai target. sehingga waktu setor hafalan per hari minimal satu halaman, hanya bisa pasrah saja.",Religi
"sementara secara berharap tahun depan untuk angkatan 2022 2023 pihaknya menargetkan meraih 90 persen santri masuk ptn favorit dan sisanya belajar di luar negeri. kemudian di tingkat sidoarjo kami berada di peringkat 5. sedangkan di lingkungan madrasah kami ada di tingkat satu, ungkapnya. alasannya, kualitas guru menjadi syarat wajib yang bisa mendongkrak prestasi santri lulusan kelas 12. di samping itu, sekolah memberi motivasi kepada santri untuk menjadi santri yang kuat dan tangguh. itu menjadi harapan dan keinginan kita bersama, tandasnya.mad agar pelayanan guru yang menemani santri juga kuat, kami menambah strategi kerja sama dari pihak eksternal. termasuk program kami seperti motivasi, memperkuat spirit santri, proses pemetaan santri, proses up grading terhadap universitas dan konseling, tegasnya. sisanya, 20 persen sedang dalam proses mempersiapkan seleksi beasiswa ke luar negeri, ujar angga wahyu wardhana, pada minggu 2882022. angga mengaku mendapatkan berita gembira sabtu 27082022, bahwa  ma it dafi masuk dalam 1.000 besar tingkat nasional di rangking lembaga tes masuk perguruan tinggi ltmpt. kami berada di peringkat 510 tingkat nasional. lembaganya mendapat tugas pemerintah untuk menyeleksi santri ke perguruan tinggi negeri ptn. di tingkat provinsi jawa timur, kami mendapatkan peringkat 88. masuk dalam 100 besar jawa timur dari 23.000 sekolah di seluruh indonesia. kepala ma it dafi pesantren al quran science, angga wahyu wardhana, s.pd mengatakan ada beberapa santri yang sudah diterima di perguruan tinggi, baik negeri maupun swasta yang tercatat sebagai kampus favorit. hingga saat ini lulusan 20212022 ada 71 persen yang diterima di ptn. selain itu, sebanyak 9 persen di pts. ia katakan, keberhasilan ini sebagai hasil kerja keras tim. bahkan dilanjutkan seleksi jalur mandiri serta seleksi jalur beasiswa. mendapat tugas pemerintah untuk seleksi atau mempersiapkan  santri kelas 12 untuk masuk perguruan tinggi negeri ptn 2023. mengingat pada februari 2023 mendatang sudah mulai digelar snmptn seleksi nasional masuk perguruan tinggi negeri  dan sbmptn seleksi bersama masuk perguruan tinggi negeri. sidoarjo radarjatim.id madrasah aliyah islam terpadu  ma it  darul fikri dafi sidoarjo, lembaga pesantren al quran science tersebut, kini telah masuk dalam ltmpt lembaga tes masuk pwrguruan tinggi nasional. strateginya meningkatkan kualitas guru.",Religi
"dengan kontrak itu, diharapkan para peserta sepulang dari bimtekbenarbenar memiliki kemampuan dakwah plus yang akan diterapkan di masyarakat. hal menarik dalam bimtek dakwah komunitas yang digelar selama dua hari itu, peserta diikat dengan kontrak belajar yang akan berpengaruh terhadap lolos atau tidaknya peserta yang ditandai oleh sertifikat yang diterbitkan ldk. kontrak belajar ini disepakati tanpa ada yang menawar. selain meningkatkan kapasitas para dai di dalam dakwah virtual, lanjut arifin, ldk jatim juga terus meningkatkan kemampuan dai dalam mengakrabi masalahmasalah di dunia nyata. kontrak tak tertulis itu terkait komitmen dan ketaatan para peserta terhadap aturan main yang ditetapkan panitia. jika ada yang melanggar, peserta diganjar sanksi berupa menyanyikan mars sang surya dan menyampaikan kultum kuliah tujuh menit di hadapan para peserta. kalau di muhammadiyah, bidang garap ldk tentu bukan jamaah di masjid atau di aum amal usaha muhammadiyah yang selama ini digarap oleh majelis tabligh. yang kami garap di luar itu, misalnya anakanak jalanan, komunitas anakanak punk, korban narkoba, juga bekas narapidana, khususnya di kalangan anak muda, ujarnya. kalau tidak meningkatkan kapasitas di dunia maya, selain kurang menarik, kita akan terus ketinggalan dalam memberikan informasi kepada sasaran dakwah kita, tandas arifin. selanjutnya, dirumuskan mekanisme dakwah yang pas dengan sasaran atau audiens. hadir dalam bimtek ini, di antaranya ketua pdm jatim saad ibrahim, ketua pimpinan daerah muhammadiyah pdm gresik m. inam dan beberapa pengurus pdm lainnya. ada dua hal yang kami fokuskan dalam bimtek kali ini. karena itu, para dai mesti terus mengupgrade kapasitas diri dalam perspektif dakwah virtual atau dakwah digital. dikatakan, perkembangan dunia teknologi informasi yang ditandai dengan gencar dan dahsyatnya arus informasi virtual harus direspons para dai dengan meningkatkan kapasitas dalam dakwah virtual. selain itu, 4 daerah lainnya dari madura, yakni bangkalan, pamekasan, sampang, dan sumenep. keduanya terkait dakwah di dunia maya lewat agendaagenda virtual dan dakwah di dunia nyata, ujar arifin. masalah yang ia maksudnya adalah yang bersifat spesifik dan belum banyak tersentuh oleh para pendakwah konvensional. ke8 daerah yang mengirim dainya dalam bimtek ini, yakni 4 daerah di kawasan pantura gresik, tuban, bojonegoro, juga lamongan. karena itu, secara khusus lembaga ini membekali para dai dengan kemampuan dakwah virtual, selain terus mengintensifkan dakwah konvensional. hal itu disampaikan ketua ldk pwm jawa timur jatim, muhammad arifin ditemui seusai pembukaan bimbingan teknis bimtek dai komunitas yang digelar di hotel horison gresik, sabtu 2782022. bimtek yang dihelat hingga minggu 2882022 itu diikuti 70 dai di bawah naungan ldk dari delapan daerah di jatim. gresik radarjatim.id  dahsyatnya gempuran arus informasi melalui dunia maya menjadi perhatian serius lembaga dakwah khusus ldk pimpinan wilayah muhammadiyah pwm jawa timur.",Religi
"kegiatan pembukaan mtq ini ditutup dengan defile kafila mtq pada masing  masing kecamatan di kabupaten sidoarjo.mad untuk pembukaan mtq xxx kabupaten sidoarjo secara simbolis dilakukan bersama  sama oleh bupati sidoarjo, ketua dprd kabupaten sidoarjo, wakil bupati sidoaarjo, kepala kementerian agama kabupaten sidoarjo. peserta mtq kafilah dari kecamatan se kabupaten sidoarjo, yang terdiri dari santri yang mondok di pesantren dan sekolah di kabupaten sidoarjo sebanyak 484 peserta. untuk pelaksanaan mtq xxx kabupaten sidoarjo akan dilaksanakan pada tanggal 2728 agustus 2022. tempat lomba di pendopo kabupaten, masjid agung sidoarjo, gedung pemkab sidoarjo dan kantor kementerian agama kabupaten sidoarjo. masih menurut hudori, untuk juara mtq xxix kabupaten sidoarjo pada tahun 2020 adalah kecamatan waru. untuk cabang lomba mtq xxx sebanyak 22 cabang lomba, mulai dari tilawah, tahfizd, tafsir bahasa indonesia, bahasa inggris hinggacabang makalah ilmiah al quràn. gus muhdlor juga berharap mtq xxx kabupaten sidoarjo tahun ini juga menjadi bahan evaluasi akan keberlangsungan generasi qurani di kabupaten sidoarjo. peserta paling sedikit dari kecamatan balong bendo hanya 7 peserta, jelasnya. jumlah kafilah terbanyak dari kecamatan sidoarjo 43 peserta, menyusul kecamatan waru 42 peserta, kemudian kecamatan taman 37 peserta. temanteman yang mengikuti mtq ditata niatnya untuk syiar bagian dari dakwah, agar dimasa depan kabupaten sidoarjo dengan generasi qurani bisa terjaga. hal itu tidak lain untuk menjaga generasi qurani terus tumbuh di kabupaten sidoarjo. bupati yang akrab dipanggil gus muhdlor itu mengatakan pemkab sidoarjo akan terus memberikan perhatian serius terhadap keberadaan generasi qurani seperti ini. gus muhdlor juga menekankan momen mtq ini jangan dijadikan sebagai momentum ceremonial belaka atau sematamata untuk hadiah. ketika berbicara al quràn jangan kemudian bicara nominal, karena sejatinya momen ini didalamnya sebagai ajang syiar dan dakwah,sampainya. sementara itu kabag kesra setda sidoarjo muhammad hudori, s,kom, m.i.kom dalam laporannya mengatakan bahwa ditahun ini ada 5 kafilah sidoarjo yang mewakili kafilah jawa timur untuk mengikuti mtq nasional di kalimantan selatan pada oktober mendatang. generasi ini akan menjadi pionir pionir kabupaten sidoarjo yang penuh berkah, jelasnya. saya yakin kegiatan ini nantinya memberikan multi efek, jelasnya. mari kita semarakkan sidoarjo hari ini, besok dan lima atau sepuluh tahun kedepan sebagai kabupaten yang gemilang generasi qurani. hal tersebut menandakan generasi qurani tumbuh di kabupaten sidoarjo. ajang lomba baca quran itu disambut meriah masyarakat sidoarjo. generasi qurani itu terus terlahir. ia meminta data kecamatan mana saja yang mengirimkan peserta mtq paling banyak dan paling sedikit. berkembangnya generasi pecinta alquran itu terlihat lewat ajang mtq musabaqoh tilawatil quran yang setiap tahun diselenggarakan pemkab sidoarjo.seperti dalam pembukaan mtq xxx kabupaten sidoarjo tahun 2022 di alunalun sidoarjo kemarin malam, jumat, 2682022. terdapat 484 peserta yang ikut dalam mtq xxx tahun ini yang dibuka langsung oleh bupati sidoarjo h. ahmad muhdlor. bupati sidoarjo h. ahmad muhdlor s.ip mengatakan kalau generasi qurani akan menjadikan kabupaten sidoarjo yang penuh keberkahan. impian itu sudah nyata. sidoarjo radarjatim.id bupati sidoarjo punya impian sidoarjo juga ingin dikenal sebagai kabupaten generasi qurani. semangat dan antusias peserta mtq menjadi kebanggannya. salah satu buktinya terlaksananya mtq ini. bukti lainnya adalah pemberian uang pembinaan tiap tahun kepada hafidz hafidzah.",Religi
